area_type,availability,location,size,total_sqft,bath,balcony,price,bhk
Plot  Area,Ready To Move,Sundara Nagar,2 Bedroom,900.0,2.0,1.0,110.0,2.0
Super built-up  Area,Ready To Move,Kogilu,3 BHK,1664.0,2.0,3.0,73.95,3.0
Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,2026.0,3.0,2.0,132.0,3.0
Super built-up  Area,Ready To Move,Balagere,2 BHK,1210.0,2.0,1.0,80.9,2.0
Plot  Area,Ready To Move,Meenakunte,4 Bedroom,4111.0,4.0,2.0,250.0,4.0
Super built-up  Area,Ready To Move,Kadugodi,3 BHK,1762.0,3.0,3.0,91.45,3.0
Super built-up  Area,Ready To Move,Jigani,3 BHK,1252.0,3.0,3.0,55.0,3.0
Built-up  Area,Ready To Move,Gollarapalya Hosahalli,2 BHK,861.0,2.0,1.0,34.5,2.0
Built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,1420.0,2.0,1.0,100.0,3.0
Plot  Area,Ready To Move,Srirampura,6 Bedroom,1450.0,6.0,0.0,250.0,6.0
Built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,1490.0,3.0,1.0,78.8,3.0
Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,1075.0,2.0,1.0,46.0,3.0
Super built-up  Area,18-Aug,Old Madras Road,3 BHK,1425.0,2.0,2.0,94.0,3.0
Built-up  Area,Ready To Move,Kalena Agrahara,2 BHK,1200.0,2.0,1.0,40.0,2.0
Super built-up  Area,Ready To Move,Kaggadasapura,3 BHK,1280.0,2.0,2.0,56.0,3.0
Super built-up  Area,Ready To Move,Silver Springs Layout,2 BHK,1084.0,2.0,2.0,50.0,2.0
Super built-up  Area,18-Jul,Chandapura,2 BHK,1015.0,2.0,2.0,25.88,2.0
Super built-up  Area,21-May,Kanakpura Road,2 BHK,1017.0,2.0,1.0,51.25,2.0
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,1027.0,2.0,2.0,44.0,2.0
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,1069.0,2.0,2.0,45.0,2.0
Super built-up  Area,Ready To Move,Hebbal,2 BHK,1349.0,2.0,1.0,98.2,2.0
Super built-up  Area,Ready To Move,9th Phase JP Nagar,2 BHK,1005.0,2.0,1.0,50.0,2.0
Super built-up  Area,Ready To Move,Jakkur,2 BHK,1417.0,2.0,3.0,75.0,2.0
Plot  Area,18-Jan,TC Palaya,3 Bedroom,1475.0,3.0,1.0,98.0,3.0
Carpet  Area,Ready To Move,Maruthi Sevanagar,2 BHK,950.0,2.0,2.0,47.0,2.0
Super built-up  Area,Ready To Move,RMV 2nd Stage,4 BHK,2000.0,4.0,0.0,120.0,4.0
Plot  Area,Ready To Move,Giri Nagar,3 Bedroom,880.0,3.0,1.0,140.0,3.0
Super built-up  Area,Ready To Move,Sarjapur  Road,4 BHK,1863.0,3.0,2.0,104.0,4.0
Super built-up  Area,Ready To Move,Singasandra,2 BHK,1010.0,2.0,1.0,29.5,2.0
Super built-up  Area,Ready To Move,Kalena Agrahara,3 BHK,1425.0,2.0,1.0,70.0,3.0
Super built-up  Area,Ready To Move,Vijayanagar,3 BHK,1450.0,3.0,0.0,100.0,3.0
Super built-up  Area,Ready To Move,Kothanur,3 BHK,1847.0,3.0,2.0,105.0,3.0
Super built-up  Area,Ready To Move,AECS Layout,2 BHK,1100.0,2.0,3.0,45.0,2.0
Super built-up  Area,20-Dec,Kanakpura Road,1 BHK,525.0,1.0,1.0,26.0,1.0
Super built-up  Area,Ready To Move,Mallasandra,3 BHK,1665.0,3.0,2.0,95.0,3.0
Super built-up  Area,Ready To Move,Begur,4 BHK,1664.0,4.0,3.0,65.0,4.0
Super built-up  Area,Ready To Move,JP Nagar,3 BHK,1850.0,3.0,3.0,150.0,3.0
Super built-up  Area,Ready To Move,Panathur,2 BHK,1438.0,2.0,3.0,100.0,2.0
Super built-up  Area,Ready To Move,Sunder Ram Shetty Nagar,3 BHK,1560.0,3.0,3.0,115.0,3.0
Super built-up  Area,18-Apr,Yelahanka,2 BHK,1350.0,2.0,1.0,55.55,2.0
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1550.0,3.0,3.0,67.0,3.0
Super built-up  Area,18-Apr,Malleshpalya,2 BHK,1140.0,2.0,2.0,46.5,2.0
Plot  Area,Ready To Move,Srirampura,5 Bedroom,1200.0,5.0,2.0,180.0,5.0
Super built-up  Area,18-Dec,Kodathi,2 BHK,850.0,2.0,2.0,27.0,2.0
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1280.0,2.0,2.0,75.0,2.0
Built-up  Area,Ready To Move,Munnekollal,2 BHK,1170.0,2.0,2.0,52.0,2.0
Super built-up  Area,Ready To Move,Motappa Layout,2 BHK,1113.0,2.0,1.0,51.0,2.0
Super built-up  Area,Ready To Move,Hennur Road,2 BHK,1385.0,2.0,1.0,83.09,2.0
Super built-up  Area,18-Apr,Electronic City,2 BHK,1128.0,2.0,1.0,65.0,2.0
Plot  Area,Ready To Move,Marathahalli,2 Bedroom,1200.0,2.0,2.0,128.0,2.0
Plot  Area,Ready To Move,Akshaya Vana,4 Bedroom,1200.0,4.0,3.0,165.0,4.0
Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,2390.0,3.0,2.0,415.0,3.0
Plot  Area,Ready To Move,Giri Nagar,4 Bedroom,2400.0,4.0,1.0,400.0,4.0
Super built-up  Area,Ready To Move,Haralur Road,3 BHK,1464.0,3.0,2.0,56.0,3.0
Super built-up  Area,Ready To Move,Manayata Tech Park,2 BHK,1200.0,2.0,2.0,55.0,2.0
Super built-up  Area,Ready To Move,Kaval Byrasandra,2 BHK,1200.0,2.0,2.0,52.0,2.0
Super built-up  Area,Ready To Move,Kaggalipura,3 BHK,1150.0,2.0,1.0,55.0,3.0
Built-up  Area,Ready To Move,Basavanna Nagar,3 BHK,1645.0,3.0,2.0,95.0,3.0
Super built-up  Area,20-Mar,Sarjapur  Road,2 BHK,1000.0,2.0,1.0,67.0,2.0
Plot  Area,Ready To Move,Haralur Road,4 Bedroom,2650.0,4.0,2.0,198.0,4.0
Super built-up  Area,Ready To Move,6th Phase JP Nagar,2 BHK,1192.0,2.0,2.0,74.0,2.0
Super built-up  Area,Ready To Move,Ulsoor,3 BHK,2135.0,3.0,2.0,215.0,3.0
Super built-up  Area,19-Dec,Whitefield,2 BHK,1173.0,2.0,1.0,58.0,2.0
Built-up  Area,Ready To Move,Uttarahalli,2 BHK,1020.0,2.0,2.0,45.0,2.0
Super built-up  Area,Ready To Move,Thigalarapalya,4 BHK,3122.0,6.0,2.0,230.0,4.0
Super built-up  Area,Ready To Move,Somasundara Palya,3 BHK,1600.0,3.0,3.0,64.0,3.0
Plot  Area,18-Mar,T.C PALYA,2 Bedroom,1200.0,2.0,0.0,79.0,2.0
Carpet  Area,Ready To Move,Muneshwara Nagar,2 BHK,1230.0,2.0,3.0,48.0,2.0
Super built-up  Area,Ready To Move, Devarachikkanahalli,2 BHK,1250.0,2.0,2.0,40.0,2.0
Super built-up  Area,Ready To Move,Kalena Agrahara,2 BHK,1325.0,2.0,2.0,76.0,2.0
Built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,1850.0,3.0,1.0,150.0,3.0
Super built-up  Area,21-Dec,Kanakpura Road,1 BHK,525.0,2.0,2.0,21.53,1.0
Super built-up  Area,Ready To Move,Basaveshwara Nagar,2 BHK,1200.0,2.0,2.0,65.0,2.0
Plot  Area,Ready To Move,Bull Temple Road,3 Bedroom,1350.0,2.0,0.0,140.0,3.0
Super built-up  Area,18-Jun,Bommasandra,3 BHK,1260.0,3.0,1.0,49.36,3.0
Super built-up  Area,Ready To Move,Prashanth Nagar,3 BHK,1800.0,3.0,0.0,150.0,3.0
Built-up  Area,Ready To Move,Ardendale,2 BHK,1100.0,2.0,1.0,43.25,2.0
Super built-up  Area,Ready To Move,Harlur,2 BHK,1508.0,2.0,1.0,77.0,2.0
Carpet  Area,Ready To Move,Sampigehalli,3 BHK,1592.0,3.0,2.0,75.0,3.0
Super built-up  Area,Ready To Move,Akshaya Nagar,2 BHK,1388.0,2.0,3.0,57.0,2.0
Super built-up  Area,18-May,Electronic City Phase II,1 BHK,630.0,1.0,1.0,28.35,1.0
Plot  Area,Ready To Move,RMV,3 Bedroom,2000.0,3.0,2.0,365.0,3.0
Super built-up  Area,Ready To Move,Banashankari3rd stage bigbazar,3 BHK,1762.0,3.0,1.0,125.0,3.0
Super built-up  Area,21-Dec,Bagalur Main Road,2 BHK,950.0,2.0,2.0,50.0,2.0
Super built-up  Area,Ready To Move,Kodihalli,4 BHK,3252.0,5.0,3.0,335.0,4.0
Super built-up  Area,18-Aug,Magadi Road,2 BHK,1116.0,2.0,1.0,50.0,2.0
Super built-up  Area,Ready To Move,Narayanapura,2 BHK,1308.0,2.0,2.0,89.04,2.0
Super built-up  Area,Ready To Move,MS Pallya,3 BHK,1200.0,3.0,0.0,90.0,3.0
Plot  Area,Ready To Move,Binny Mills Employees Colony,4 Bedroom,1500.0,4.0,2.0,230.0,4.0
Built-up  Area,Ready To Move,Bannerghatta Road,1 BHK,500.0,1.0,1.0,18.5,1.0
Super built-up  Area,Ready To Move,Hennur,2 BHK,1075.0,2.0,1.0,52.0,2.0
Super built-up  Area,18-Mar,Chandapura,1 BHK,530.0,1.0,0.0,11.66,1.0
Built-up  Area,Ready To Move,Bellandur,2 BHK,1205.0,2.0,3.0,66.0,2.0
Super built-up  Area,Ready To Move,5th Phase JP Nagar,2 BHK,1075.0,2.0,2.0,60.0,2.0
Built-up  Area,Ready To Move,KR Puram,2 BHK,930.0,2.0,2.0,39.0,2.0
Super built-up  Area,Ready To Move,Balagere,2 BHK,1380.0,2.0,1.0,60.0,2.0
Super built-up  Area,Ready To Move,Hebbal,4 BHK,2483.0,5.0,2.0,212.0,4.0
Built-up  Area,Ready To Move,Kodigehaali,2 BHK,1166.0,2.0,2.0,55.0,2.0
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,1050.0,2.0,1.0,65.0,2.0
Super built-up  Area,19-Mar,Gopalapura,3 BHK,2023.71,3.0,2.0,275.0,3.0
Super built-up  Area,Ready To Move,Begur Road,2 BHK,1200.0,2.0,2.0,46.8,2.0
Super built-up  Area,Ready To Move,Lakshminarayana Pura,3 BHK,1600.0,2.0,1.0,108.0,3.0
Super built-up  Area,Ready To Move,Billekahalli,3 BHK,1935.0,3.0,2.0,110.0,3.0
Super built-up  Area,18-May,8th Phase JP Nagar,1 BHK,451.0,1.0,0.0,29.9,1.0
Super built-up  Area,Ready To Move,Electronic City,3 BHK,1800.0,3.0,2.0,95.0,3.0
Super built-up  Area,18-May,Jalahalli,3 BHK,1400.0,3.0,0.0,77.0,3.0
Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,1801.0,3.0,2.0,115.0,3.0
Built-up  Area,Ready To Move,Mahadevpura,2 BHK,1451.0,2.0,2.0,90.0,2.0
Plot  Area,19-Jan,Anekal,2 Bedroom,1200.0,1.0,1.0,36.0,2.0
Super built-up  Area,Ready To Move,Begur Road,2 BHK,1160.0,2.0,2.0,44.0,2.0
Built-up  Area,Ready To Move,Kengeri,2 BHK,1000.0,2.0,1.0,25.0,2.0
Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,950.0,2.0,1.0,40.0,2.0
Built-up  Area,20-Dec,"Hoodi Circle, ",3 BHK,1629.0,3.0,2.0,79.0,3.0
Built-up  Area,Ready To Move,Vijayanagar,3 BHK,1580.0,2.0,0.0,134.0,3.0
Super built-up  Area,21-Jun,Vijayanagar,3 BHK,1826.0,3.0,2.0,121.0,3.0
Built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,1245.0,2.0,1.0,94.0,2.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1145.0,2.0,2.0,45.79,2.0
Super built-up  Area,Ready To Move,Sompura,2 BHK,825.0,2.0,1.0,33.0,2.0
Super built-up  Area,18-Aug,Yeshwanthpur,3 BHK,1693.0,3.0,3.0,108.0,3.0
Super built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,1113.27,2.0,2.0,53.0,2.0
Built-up  Area,Ready To Move,Ashirvad Colony,2 BHK,1460.0,2.0,1.0,58.0,2.0
Built-up  Area,Ready To Move,Doddathoguru,2 BHK,1050.0,2.0,1.0,32.0,2.0
Built-up  Area,Ready To Move,Dodda Nekkundi,2 BHK,1260.0,2.0,2.0,55.0,2.0
Super built-up  Area,Ready To Move,K N Extension,6 BHK,700.0,3.0,2.0,120.0,6.0
Built-up  Area,Ready To Move,Hosur Road,2 BHK,1656.0,2.0,1.0,120.0,2.0
Super built-up  Area,Ready To Move,Chandapura,3 BHK,1208.0,3.0,1.0,45.0,3.0
Super built-up  Area,Ready To Move,Whitefield,3 BHK,1910.0,3.0,2.0,161.0,3.0
Super built-up  Area,Ready To Move,Whitefield,4 BHK,3252.0,4.0,1.0,230.0,4.0
Plot  Area,Ready To Move,Battarahalli,2 Bedroom,1200.0,2.0,1.0,65.0,2.0
Super built-up  Area,Ready To Move,Gokula Extension,4 BHK,1200.0,4.0,1.0,175.0,4.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,1175.0,2.0,1.0,82.0,2.0
Plot  Area,Ready To Move,Kamakshipalya,2 Bedroom,1000.0,2.0,0.0,165.0,2.0
Plot  Area,Ready To Move,Bannerghatta Road,4 Bedroom,1200.0,2.0,0.0,125.0,4.0
Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,2390.0,3.0,2.0,410.0,3.0
Super built-up  Area,19-Jan,Rajaji Nagar,7 BHK,12000.0,6.0,3.0,2200.0,7.0
Plot  Area,Ready To Move,Sultan Palaya,2 Bedroom,550.0,1.0,1.0,62.0,2.0
Super built-up  Area,Ready To Move,Sanne Amanikere,2 BHK,1185.0,2.0,2.0,38.0,2.0
Super built-up  Area,Ready To Move,Kengeri,2 BHK,750.0,2.0,1.0,38.0,2.0
Plot  Area,Ready To Move,Mahalakshmi Layout,6 Bedroom,1200.0,7.0,3.0,250.0,6.0
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1550.0,3.0,3.0,64.5,3.0
Built-up  Area,Ready To Move,Amco Colony,3 BHK,1760.0,3.0,2.0,88.0,3.0
Super built-up  Area,Ready To Move,Billekahalli,2 BHK,1125.0,2.0,2.0,62.0,2.0
Plot  Area,Ready To Move,Nagarbhavi,3 Bedroom,1350.0,3.0,2.0,150.0,3.0
Plot  Area,17-Dec,Anandapura,2 Bedroom,1000.0,2.0,1.0,55.0,2.0
Built-up  Area,18-Aug,Bommasandra Industrial Area,2 BHK,1090.0,2.0,2.0,31.48,2.0
Plot  Area,Ready To Move,TC Palaya,2 Bedroom,1200.0,2.0,0.0,60.0,2.0
Super built-up  Area,Ready To Move,Budigere,3 BHK,1991.0,4.0,2.0,103.0,3.0
Super built-up  Area,18-Oct,Bommasandra,2 BHK,1060.0,2.0,1.0,26.5,2.0
Super built-up  Area,Ready To Move,Ambalipura,2 BHK,1105.0,2.0,1.0,75.0,2.0
Built-up  Area,Ready To Move,Hoodi,2 BHK,985.0,2.0,2.0,67.0,2.0
Plot  Area,Ready To Move,Chandapura,6 Bedroom,1533.0,5.0,3.0,85.0,6.0
Super built-up  Area,17-Jul,Balagere,3 BHK,1590.0,3.0,2.0,79.0,3.0
Super built-up  Area,Ready To Move,CV Raman Nagar,2 BHK,1120.0,2.0,2.0,55.0,2.0
Super built-up  Area,Ready To Move,Samethanahalli,2 BHK,1069.0,2.0,1.0,55.0,2.0
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,1933.0,3.0,2.0,140.0,3.0
Built-up  Area,16-Mar,Hosur Road,2 BHK,1194.0,2.0,0.0,69.0,2.0
Super built-up  Area,Ready To Move,Brookefield,2 BHK,1150.0,2.0,3.0,69.0,2.0
Super built-up  Area,Ready To Move,Yelenahalli,2 BHK,1240.0,2.0,2.0,47.12,2.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1419.0,2.0,2.0,48.1,2.0
Plot  Area,Ready To Move,7th Phase JP Nagar,8 Bedroom,1200.0,8.0,2.0,250.0,8.0
Super built-up  Area,Ready To Move,Richmond Town,3 BHK,2150.0,4.0,2.0,240.0,3.0
Super built-up  Area,Ready To Move,Suddaguntepalya,3 BHK,1450.0,3.0,2.0,55.0,3.0
Super built-up  Area,18-Jul,Udayapur Village,3 BHK,1630.0,3.0,2.0,68.29,3.0
Super built-up  Area,Ready To Move,Dasanapura,2 BHK,708.0,1.0,1.0,40.0,2.0
Plot  Area,Ready To Move,Kasavanhalli,3 Bedroom,1000.0,4.0,3.0,110.0,3.0
Plot  Area,Ready To Move,Whitefield,4 Bedroom,11890.0,4.0,3.0,700.0,4.0
Super built-up  Area,Ready To Move,Bellandur,2 BHK,1250.0,2.0,1.0,76.0,2.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,1400.0,2.0,1.0,95.0,3.0
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,1670.0,2.0,3.0,57.0,3.0
Super built-up  Area,Ready To Move,Ardendale,3 BHK,1750.0,3.0,2.0,100.0,3.0
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,1404.0,2.0,1.0,71.0,2.0
Super built-up  Area,Ready To Move,Hoodi,3 BHK,1715.0,2.0,2.0,95.0,3.0
Built-up  Area,18-Apr,Electronic City,1 BHK,630.0,1.0,1.0,34.65,1.0
Super built-up  Area,Ready To Move,Harlur,3 BHK,1752.12,3.0,2.0,135.0,3.0
Super built-up  Area,Ready To Move,Hulimavu,3 BHK,1650.0,3.0,2.0,78.0,3.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1295.0,2.0,1.0,55.47,2.0
Plot  Area,Ready To Move,Giri Nagar,3 Bedroom,1800.0,3.0,2.0,252.0,3.0
Super built-up  Area,18-Sep,Sarjapur  Road,2 BHK,1346.0,2.0,1.0,74.03,2.0
Plot  Area,Ready To Move,Thippasandra,4 Bedroom,1200.0,4.0,2.0,200.0,4.0
Super built-up  Area,Ready To Move,Hormavu,2 BHK,1150.0,2.0,2.0,55.0,2.0
Built-up  Area,Ready To Move,Chikkabidarakallu,4 Bedroom,3309.0,4.0,3.0,325.0,4.0
Super built-up  Area,18-May,Chandapura,3 BHK,1190.0,2.0,2.0,30.35,3.0
Super built-up  Area,Ready To Move,AECS Layout,3 BHK,1620.0,3.0,2.0,98.0,3.0
Super built-up  Area,18-Apr,Marathahalli,2 BHK,950.0,2.0,1.0,46.96,2.0
Super built-up  Area,Ready To Move,1 Giri Nagar,11 BHK,5000.0,9.0,3.0,360.0,11.0
Super built-up  Area,Ready To Move,Harlur,3 BHK,2450.0,3.0,0.0,120.0,3.0
Super built-up  Area,18-May,Electronic City Phase II,3 BHK,1220.0,2.0,1.0,35.23,3.0
Super built-up  Area,Ready To Move,Hoysalanagar,2 BHK,850.0,2.0,1.0,30.0,2.0
Built-up  Area,Ready To Move,Padmanabhanagar,2 BHK,1020.0,2.0,2.0,63.0,2.0
Built-up  Area,Ready To Move,Chikkalasandra,2 BHK,1100.0,2.0,2.0,50.0,2.0
Super built-up  Area,Ready To Move,Defence Colony,2 BHK,1150.0,2.0,2.0,126.0,2.0
Super built-up  Area,18-Dec,Hebbal,3 BHK,1760.0,2.0,2.0,130.0,3.0
Super built-up  Area,Ready To Move,Ambalipura,3 BHK,1800.0,3.0,3.0,110.0,3.0
Super built-up  Area,Ready To Move,Akshaya Nagar,2 BHK,1070.0,2.0,1.0,54.0,2.0
Plot  Area,Ready To Move,2nd Stage Nagarbhavi,4 Bedroom,1500.0,4.0,2.0,220.0,4.0
Plot  Area,Ready To Move,Vidyaranyapura,2 Bedroom,1440.0,2.0,0.0,95.0,2.0
Super built-up  Area,Ready To Move,Amruthahalli,2 BHK,900.0,2.0,1.0,40.0,2.0
Built-up  Area,Ready To Move,ITI Employees Layout,4 BHK,1200.0,4.0,1.0,230.0,4.0
Super built-up  Area,18-May,Whitefield,2 BHK,1130.0,2.0,1.0,42.16,2.0
Super built-up  Area,Ready To Move,Koramangala,2 BHK,1320.0,2.0,1.0,165.0,2.0
Super built-up  Area,19-Jun,Kodigehalli,2 BHK,1270.0,2.0,1.0,98.0,2.0
Built-up  Area,Ready To Move,Patelappa Layout,2 BHK,1200.0,2.0,1.0,62.0,2.0
Super built-up  Area,Ready To Move,Ring Road Nagarbhavi,4 BHK,4800.0,4.0,2.0,235.0,4.0
Super built-up  Area,Ready To Move,NS Palya,2 BHK,1200.0,2.0,1.0,74.0,2.0
Super built-up  Area,Ready To Move,Subramanyapura,2 BHK,929.0,2.0,0.0,50.17,2.0
Built-up  Area,Ready To Move,RMV 2nd Stage,4 BHK,1150.0,4.0,2.0,260.0,4.0
Plot  Area,Ready To Move,Basavangudi,4 Bedroom,1125.0,4.0,3.0,180.0,4.0
Plot  Area,Ready To Move,Kenchenahalli,5 Bedroom,500.0,3.0,2.0,65.0,5.0
Plot  Area,Ready To Move,3rd Block Hrbr Layout,5 Bedroom,1200.0,5.0,2.0,190.0,5.0
Super built-up  Area,Ready To Move,KUDLU MAIN ROAD,3 BHK,1464.0,3.0,2.0,56.0,3.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,4 BHK,3600.0,4.0,3.0,400.0,4.0
Plot  Area,Ready To Move,Bank Avenue,4 Bedroom,2000.0,4.0,2.0,99.0,4.0
Super built-up  Area,Ready To Move,Chikkalasandra,2 BHK,1208.0,2.0,1.0,49.0,2.0
Super built-up  Area,Ready To Move,Hebbal Kempapura,2 BHK,1130.0,2.0,2.0,60.0,2.0
Super built-up  Area,Ready To Move,Surabhi Layout,3 BHK,1753.0,3.0,2.0,120.0,3.0
Super built-up  Area,Ready To Move,Old Madras Road,5 BHK,4500.0,7.0,3.0,337.0,5.0
Plot  Area,Ready To Move,Banjara Layout,3 Bedroom,600.0,3.0,2.0,58.0,3.0
Super built-up  Area,22-Jun,Hoodi,2 BHK,1196.0,2.0,2.0,94.42,2.0
Built-up  Area,Ready To Move,5th Phase JP Nagar,2 BHK,1150.0,3.0,3.0,52.5,2.0
Super built-up  Area,18-Apr,Electronic City,2 BHK,1128.0,2.0,1.0,63.0,2.0
Super built-up  Area,Ready To Move,Omkar Nagar,2 BHK,1000.0,2.0,1.0,53.0,2.0
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,1035.0,2.0,1.0,45.0,2.0
Built-up  Area,Ready To Move,Kereguddadahalli,2 BHK,950.0,2.0,1.0,32.0,2.0
Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,1075.0,2.0,1.0,36.0,3.0
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1040.0,2.0,1.0,48.5,2.0
Plot  Area,17-Oct,Maragondanahalli,2 Bedroom,720.0,2.0,1.0,45.0,2.0
Super built-up  Area,Ready To Move,Lingadheeranahalli,3 BHK,1511.0,3.0,1.0,95.0,3.0
Built-up  Area,Ready To Move,Silk Board,3 BHK,1300.0,3.0,1.0,58.0,3.0
Super built-up  Area,19-Dec,Hoodi,3 BHK,1545.0,3.0,1.0,68.75,3.0
Built-up  Area,Ready To Move,Shampura,1 BHK,375.0,2.0,0.0,26.0,1.0
Super built-up  Area,Ready To Move,Vidyaranyapura,2 BHK,1062.0,2.0,3.0,38.0,2.0
Super built-up  Area,Ready To Move,Kada Agrahara,2 BHK,1115.0,2.0,1.0,40.0,2.0
Super built-up  Area,Ready To Move,JP Nagar,2 BHK,1000.0,2.0,1.0,35.0,2.0
Super built-up  Area,17-May,Kambipura,2 BHK,883.0,2.0,1.0,45.0,2.0
Super built-up  Area,19-Apr,Sarjapur  Road,2 BHK,1195.0,2.0,1.0,70.0,2.0
Plot  Area,Ready To Move,BHEL Layout,4 Bedroom,1200.0,3.0,1.0,165.0,4.0
Built-up  Area,Ready To Move,Medahalli,1 Bedroom,700.0,1.0,0.0,41.0,1.0
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,1246.0,2.0,1.0,67.0,2.0
Plot  Area,Ready To Move,8th Phase JP Nagar,4 Bedroom,660.0,4.0,2.0,90.0,4.0
Plot  Area,Ready To Move,Banashankari Stage III,4 Bedroom,8500.0,4.0,2.0,145.0,4.0
Super built-up  Area,Ready To Move,Kashi Nagar,4 BHK,1600.0,4.0,1.0,80.0,4.0
Super built-up  Area,18-Dec,Haralur Road,4 BHK,2805.0,5.0,3.0,154.0,4.0
Super built-up  Area,Ready To Move,Begur Road,3 BHK,1584.0,3.0,2.0,65.0,3.0
Plot  Area,Ready To Move,Sector 7 HSR Layout,4 Bedroom,3000.0,5.0,1.0,275.0,4.0
Built-up  Area,Ready To Move,Hosur Road,3 BHK,1175.0,2.0,2.0,48.0,3.0
Built-up  Area,19-Jul,"Yemlur, Old Airport Road, ",3 BHK,1595.0,3.0,2.0,115.0,3.0
Super built-up  Area,Ready To Move,VHBCS Layout,2 BHK,1353.0,2.0,2.0,110.0,2.0
Super built-up  Area,18-Apr,Electronic City,3 BHK,1599.0,3.0,2.0,125.0,3.0
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1150.0,2.0,1.0,70.0,2.0
Super built-up  Area,17-Dec,Jakkur,4 BHK,5230.0,6.0,1.0,465.0,4.0
Super built-up  Area,Ready To Move,KR Puram,2 BHK,1155.0,2.0,2.0,42.74,2.0
Built-up  Area,Ready To Move,Ittamadu,1 BHK,1200.0,2.0,0.0,85.0,1.0
Super built-up  Area,18-Jul,Electronic City Phase II,2 BHK,1000.0,2.0,1.0,25.0,2.0
Super built-up  Area,Ready To Move,Thanisandra,4 BHK,3000.0,4.0,2.0,120.0,4.0
Built-up  Area,Ready To Move,Rajiv Nagar,3 BHK,1867.0,3.0,1.0,160.0,3.0
Super built-up  Area,18-Jun,Ramagondanahalli,2 BHK,1251.0,2.0,1.0,47.0,2.0
Super built-up  Area,18-Apr,Gattahalli,2 BHK,1028.0,2.0,1.0,45.5,2.0
Super built-up  Area,Ready To Move,Arekere,2 BHK,1222.0,2.0,2.0,45.0,2.0
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,1170.0,2.0,1.0,66.0,3.0
Super built-up  Area,Ready To Move,Hebbal,3 BHK,2400.0,4.0,1.0,245.0,3.0
Super built-up  Area,Ready To Move,Ramanjaneyanagar,3 BHK,1385.0,2.0,2.0,48.48,3.0
Super built-up  Area,Ready To Move,HSR Layout,2 BHK,1372.0,2.0,1.0,68.0,2.0
Super built-up  Area,Ready To Move,Magadi Road,3 BHK,1282.0,2.0,2.0,49.0,3.0
Super built-up  Area,Ready To Move,Mico Layout,9 BHK,5000.0,9.0,3.0,210.0,9.0
Built-up  Area,Ready To Move,7th Block Jayanagar,5 Bedroom,3000.0,3.0,1.0,528.0,5.0
Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,1135.0,2.0,1.0,39.73,2.0
Built-up  Area,20-Dec,Whitefield,3 BHK,1768.0,3.0,2.0,101.0,3.0
Built-up  Area,Ready To Move,Byatarayanapura,3 BHK,1325.0,2.0,1.0,90.0,3.0
Super built-up  Area,18-Apr,Electronic City,3 BHK,1599.0,3.0,2.0,99.0,3.0
Plot  Area,18-Mar,Whitefield,3 Bedroom,1500.0,3.0,1.0,61.95,3.0
Plot  Area,Ready To Move,2nd Phase JP Nagar,3 Bedroom,2610.0,3.0,0.0,499.0,3.0
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1286.0,2.0,2.0,63.0,2.0
Built-up  Area,Ready To Move,Kammanahalli,5 BHK,2845.0,5.0,1.0,140.0,5.0
Super built-up  Area,Ready To Move,K G Colony,3 BHK,1600.0,2.0,2.0,50.0,3.0
